0,63.6,,Time,Treflect
,,,120.2,20.63
,,,120.3,20.63
,,,120.4,20.6
,,,120.5,20.63
,,,120.6,20.6
,,,120.7,20.64
,,,120.8,20.64
,,,120.9,20.65
,,,121,20.68
,,,121.1,20.66
,,,121.2,20.68
,,,121.3,20.67
,,,121.4,20.64
,,,121.5,20.64
,,,121.6,20.62
,,,121.7,20.63
,,,121.8,20.67
,,,121.9,20.62
,,,122,20.64
,,,122.1,20.62
,,,122.2,20.64
,,,122.3,20.62
,,,122.4,20.59
,,,122.5,20.6
,,,122.6,20.61
,,,122.7,20.6
,,,122.8,20.58
,,,122.9,20.61
,,,123,20.6
,,,123.1,20.62
,,,123.2,20.61
,,,123.3,20.66
,,,123.4,20.65
,,,123.5,20.63
,,,123.6,20.66
,,,123.7,20.61
,,,123.8,20.6
,,,123.9,20.59
,,,124,20.58
,,,124.1,20.59
,,,124.2,20.61
,,,124.3,20.6
,,,124.4,20.65
,,,124.5,20.61
,,,124.6,20.58
,,,124.7,20.63
,,,124.8,20.53
,,,124.9,20.55
,,,125,20.55
,,,125.1,20.61
,,,125.2,20.58
,,,125.3,20.59
,,,125.4,20.59
,,,125.5,20.58
,,,125.6,20.59
,,,125.7,20.62
,,,125.8,20.64
,,,125.9,20.56
,,,126,20.55
,,,126.1,20.6
,,,126.2,20.58
,,,126.3,20.59
,,,126.4,20.55
,,,126.5,20.65
,,,126.6,20.63
,,,126.7,20.62
,,,126.8,20.69
,,,126.9,20.68
,,,127,20.67
,,,127.1,20.65
,,,127.2,20.63
,,,127.3,20.61
,,,127.4,20.65
,,,127.5,20.63
,,,127.6,20.62
,,,127.7,20.66
,,,127.8,20.66
,,,127.9,20.66
,,,128,20.65
,,,128.1,20.63
,,,128.2,20.67
,,,128.3,20.67
,,,128.4,20.64
,,,128.5,20.64
,,,128.6,20.63
,,,128.7,20.69
,,,128.8,20.66
,,,128.9,20.68
,,,129,20.64
,,,129.1,20.65
,,,129.2,20.63
,,,129.3,20.68
,,,129.4,20.68
,,,129.5,20.66
,,,129.6,20.65
,,,129.7,20.69
,,,129.8,20.67
,,,129.9,20.65
,,,130,20.63
,,,130.1,20.62
,,,130.2,20.65
,,,130.3,20.62
,,,130.4,20.61
,,,130.5,20.61
,,,130.6,20.67
,,,130.7,20.62
,,,130.8,20.61
,,,130.9,20.6
,,,131,20.61
,,,131.1,20.58
,,,131.2,20.58
,,,131.3,20.58
,,,131.4,20.59
,,,131.5,20.65
,,,131.6,20.65
,,,131.7,20.64
,,,131.8,20.65
,,,131.9,20.65
,,,132,20.67
,,,132.1,20.65
,,,132.2,20.63
,,,132.3,20.68
,,,132.4,20.66
,,,132.5,20.72
,,,132.6,20.64
,,,132.7,20.68
,,,132.8,20.72
,,,132.9,20.71
,,,133,20.7
,,,133.1,20.74
,,,133.2,20.72
,,,133.3,20.71
,,,133.4,20.7
,,,133.5,20.68
,,,133.6,20.71
,,,133.7,20.72
,,,133.8,20.76
,,,133.9,20.75
,,,134,20.72
,,,134.1,20.71
,,,134.2,20.7
,,,134.3,20.71
,,,134.4,20.73
,,,134.5,20.71
,,,134.6,20.71
,,,134.7,20.76
,,,134.8,20.71
,,,134.9,20.75
,,,135,20.72
,,,135.1,20.69
,,,135.2,20.67
,,,135.3,20.72
,,,135.4,20.69
,,,135.5,20.75
,,,135.6,20.72
,,,135.7,20.73
,,,135.8,20.8
,,,135.9,20.7
,,,136,20.68
,,,136.1,20.72
,,,136.2,20.72
,,,136.3,20.71
,,,136.4,20.73
,,,136.5,20.73
,,,136.6,20.69
,,,136.7,20.68
,,,136.8,20.71
,,,136.9,20.67
,,,137,20.64
,,,137.1,20.65
,,,137.2,20.72
,,,137.3,20.71
,,,137.4,20.68
,,,137.5,20.66
,,,137.6,20.67
,,,137.7,20.69
,,,137.8,20.65
,,,137.9,20.68
,,,138,20.69
,,,138.1,20.7
,,,138.2,20.66
,,,138.3,20.69
,,,138.4,20.64
,,,138.5,20.62
,,,138.6,20.68
,,,138.7,20.68
,,,138.8,20.65
,,,138.9,20.63
,,,139,20.64
,,,139.1,20.69
,,,139.2,20.66
,,,139.3,20.69
,,,139.4,20.71
,,,139.5,20.69
,,,139.6,20.64
,,,139.7,20.69
,,,139.8,20.68
,,,139.9,20.72
,,,140,20.73
,,,140.1,20.7
,,,140.2,20.69
,,,140.3,20.7
,,,140.4,20.68
,,,140.5,20.7
,,,140.6,20.74
,,,140.7,20.68
,,,140.8,20.69
,,,140.9,20.66
,,,141,20.65
,,,141.1,20.7
,,,141.2,20.7
,,,141.3,20.71
,,,141.4,20.7
,,,141.5,20.74
,,,141.6,20.69
,,,141.7,20.72
,,,141.8,20.75
,,,141.9,20.7
,,,142,20.69
,,,142.1,20.73
,,,142.2,20.69
,,,142.3,20.68
,,,142.4,20.65
,,,142.5,20.63
,,,142.6,20.63
,,,142.7,20.64
,,,142.8,20.65
,,,142.9,20.67
,,,143,20.76
,,,143.1,20.76
,,,143.2,20.81
,,,143.3,20.78
,,,143.4,20.71
,,,143.5,20.67
,,,143.6,20.68
,,,143.7,20.66
,,,143.8,20.68
,,,143.9,20.74
,,,144,20.71
,,,144.1,20.71
,,,144.2,20.71
,,,144.3,20.73
,,,144.4,20.72
,,,144.5,20.71
,,,144.6,20.73
,,,144.7,20.77
,,,144.8,20.75
,,,144.9,20.73
,,,145,20.76
,,,145.1,20.7
,,,145.2,20.69
,,,145.3,20.71
,,,145.4,20.71
,,,145.5,20.66
,,,145.6,20.66
,,,145.7,20.68
,,,145.8,20.65
,,,145.9,20.66
,,,146,20.63
,,,146.1,20.7
,,,146.2,20.71
,,,146.3,20.66
,,,146.4,20.65
,,,146.5,20.64
,,,146.6,20.66
,,,146.7,20.68
,,,146.8,20.67
,,,146.9,20.67
,,,147,20.64
,,,147.1,20.64
,,,147.2,20.62
,,,147.3,20.63
,,,147.4,20.64
,,,147.5,20.64
,,,147.6,20.63
,,,147.7,20.61
,,,147.8,20.63
,,,147.9,20.67
,,,148,20.61
,,,148.1,20.63
,,,148.2,20.63
,,,148.3,20.63
,,,148.4,20.63
,,,148.5,20.63
,,,148.6,20.63
,,,148.7,20.63
,,,148.8,20.63
,,,148.9,20.63
,,,149,20.63
,,,149.1,20.63
,,,149.2,20.63
,,,149.3,20.63
,,,149.4,20.55
,,,149.5,20.53
,,,149.6,20.53
,,,149.7,20.58
,,,149.8,20.55
,,,149.9,20.56
,,,150,20.63
,,,150.1,20.57
,,,150.2,20.6
,,,150.3,20.55
,,,150.4,20.6
,,,150.5,20.63
,,,150.6,20.6
,,,150.7,20.56
,,,150.8,20.59
,,,150.9,20.6
,,,151,20.57
,,,151.1,20.54
,,,151.2,20.52
,,,151.3,20.54
,,,151.4,20.57
,,,151.5,20.55
,,,151.6,20.54
,,,151.7,20.57
,,,151.8,20.54
,,,151.9,20.55
,,,152,20.59
,,,152.1,20.55
,,,152.2,20.56
,,,152.3,20.54
,,,152.4,20.54
,,,152.5,20.57
,,,152.6,20.61
,,,152.7,20.59
,,,152.8,20.57
,,,152.9,20.61
,,,153,20.58
,,,153.1,20.62
,,,153.2,20.62
,,,153.3,20.62
,,,153.4,20.64
,,,153.5,20.63
,,,153.6,20.65
,,,153.7,20.64
,,,153.8,20.62
,,,153.9,20.6
,,,154,20.64
,,,154.1,20.6
,,,154.2,20.59
,,,154.3,20.6
,,,154.4,20.61
,,,154.5,20.67
,,,154.6,20.64
,,,154.7,20.59
,,,154.8,20.58
,,,154.9,20.62
,,,155,20.64
,,,155.1,20.61
,,,155.2,20.6
,,,155.3,20.59
,,,155.4,20.59
,,,155.5,20.61
,,,155.6,20.63
,,,155.7,20.63
,,,155.8,20.63
,,,155.9,20.67
,,,156,20.61
,,,156.1,20.57
,,,156.2,20.58
,,,156.3,20.59
,,,156.4,20.6
,,,156.5,20.64
,,,156.6,20.64
,,,156.7,20.61
,,,156.8,20.59
,,,156.9,20.55
,,,157,20.57
,,,157.1,20.5
,,,157.2,20.51
,,,157.3,20.53
,,,157.4,20.54
,,,157.5,20.58
,,,157.6,20.49
,,,157.7,20.47
,,,157.8,20.49
,,,157.9,20.49
,,,158,20.46
,,,158.1,20.53
,,,158.2,20.56
,,,158.3,20.6
,,,158.4,20.58
,,,158.5,20.6
,,,158.6,20.58
,,,158.7,20.57
,,,158.8,20.58
,,,158.9,20.57
,,,159,20.57
,,,159.1,20.57
,,,159.2,20.63
,,,159.3,20.56
,,,159.4,20.58
,,,159.5,20.53
,,,159.6,20.52
,,,159.7,20.52
,,,159.8,20.56
,,,159.9,20.53
,,,160,20.51
,,,160.1,20.54
,,,160.2,20.57
,,,160.3,20.53
,,,160.4,20.52
,,,160.5,20.63
,,,160.6,20.6
,,,160.7,20.61
,,,160.8,20.61
,,,160.9,20.69
,,,161,20.57
,,,161.1,20.66
,,,161.2,20.62
,,,161.3,20.64
,,,161.4,20.6
,,,161.5,20.58
,,,161.6,20.63
,,,161.7,20.66
,,,161.8,20.67
,,,161.9,20.64
,,,162,20.64
,,,162.1,20.63
,,,162.2,20.65
,,,162.3,20.7
,,,162.4,20.64
,,,162.5,20.63
,,,162.6,20.71
,,,162.7,20.69
,,,162.8,20.6
,,,162.9,20.56
,,,163,20.6
,,,163.1,20.56
,,,163.2,20.6
,,,163.3,20.64
,,,163.4,20.63
,,,163.5,20.58
,,,163.6,20.65
,,,163.7,20.55
,,,163.8,20.61
,,,163.9,20.56
,,,164,20.55
,,,164.1,20.61
,,,164.2,20.62
,,,164.3,20.64
,,,164.4,20.6
,,,164.5,20.59
,,,164.6,20.62
,,,164.7,20.6
,,,164.8,20.64
,,,164.9,20.62
,,,165,20.65
,,,165.1,20.6
,,,165.2,20.64
,,,165.3,20.62
,,,165.4,20.64
,,,165.5,20.61
,,,165.6,20.62
,,,165.7,20.66
,,,165.8,20.63
,,,165.9,20.6
,,,166,20.6
,,,166.1,20.58
,,,166.2,20.59
,,,166.3,20.57
,,,166.4,20.61
,,,166.5,20.59
,,,166.6,20.64
,,,166.7,20.63
,,,166.8,20.61
,,,166.9,20.55
,,,167,20.53
,,,167.1,20.53
,,,167.2,20.53
,,,167.3,20.54
,,,167.4,20.52
,,,167.5,20.52
,,,167.6,20.58
,,,167.7,20.53
,,,167.8,20.53
,,,167.9,20.54
,,,168,20.55
,,,168.1,20.54
,,,168.2,20.53
,,,168.3,20.59
,,,168.4,20.58
,,,168.5,20.57
,,,168.6,20.6
,,,168.7,20.61
,,,168.8,20.6
,,,168.9,20.59
,,,169,20.58
,,,169.1,20.57
,,,169.2,20.56
,,,169.3,20.52
,,,169.4,20.54
,,,169.5,20.52
,,,169.6,20.55
,,,169.7,20.61
,,,169.8,20.55
,,,169.9,20.52
,,,170,20.55
,,,170.1,20.54
,,,170.2,20.61
,,,170.3,20.66
,,,170.4,20.58
,,,170.5,20.62
,,,170.6,20.63
,,,170.7,20.66
,,,170.8,20.64
,,,170.9,20.63
,,,171,20.61
,,,171.1,20.62
,,,171.2,20.62
,,,171.3,20.64
,,,171.4,20.62
,,,171.5,20.6
,,,171.6,20.65
,,,171.7,20.64
,,,171.8,20.62
,,,171.9,20.63
,,,172,20.66
,,,172.1,20.63
,,,172.2,20.67
,,,172.3,20.69
,,,172.4,20.7
,,,172.5,20.69
,,,172.6,20.74
,,,172.7,20.7
,,,172.8,20.62
,,,172.9,20.64
,,,173,20.62
,,,173.1,20.62
,,,173.2,20.65
,,,173.3,20.61
,,,173.4,20.6
,,,173.5,20.61
,,,173.6,20.63
,,,173.7,20.6
,,,173.8,20.7
,,,173.9,20.65
,,,174,20.63
,,,174.1,20.63
,,,174.2,20.65
,,,174.3,20.59
,,,174.4,20.59
,,,174.5,20.6
,,,174.6,20.65
,,,174.7,20.62
,,,174.8,20.59
,,,174.9,20.59
,,,175,20.64
,,,175.1,20.65
,,,175.2,20.66
,,,175.3,20.64
,,,175.4,20.7
,,,175.5,20.66
,,,175.6,20.63
,,,175.7,20.65
,,,175.8,20.63
,,,175.9,20.63
,,,176,20.67
,,,176.1,20.64
,,,176.2,20.65
,,,176.3,20.65
,,,176.4,20.64
,,,176.5,20.67
,,,176.6,20.63
,,,176.7,20.68
,,,176.8,20.64
,,,176.9,20.63
,,,177,20.66
,,,177.1,20.57
,,,177.2,20.53
,,,177.3,20.55
,,,177.4,20.59
,,,177.5,20.58
,,,177.6,20.57
,,,177.7,20.54
,,,177.8,20.56
,,,177.9,20.49
,,,178,20.5
,,,178.1,20.55
,,,178.2,20.53
,,,178.3,20.5
,,,178.4,20.57
,,,178.5,20.53
,,,178.6,20.47
,,,178.7,20.49
,,,178.8,20.51
,,,178.9,20.49
,,,179,20.55
,,,179.1,20.51
,,,179.2,20.48
,,,179.3,20.5
,,,179.4,20.54
,,,179.5,20.54
,,,179.6,20.5
,,,179.7,20.47
,,,179.8,20.51
,,,179.9,20.48
,,,180,20.51
,,,180.1,20.51
,,,180.2,20.52
,,,180.3,20.5
,,,180.4,20.48
,,,180.5,20.55
,,,180.6,20.54
,,,180.7,20.57
,,,180.8,20.55
,,,180.9,20.53
,,,181,20.6
,,,181.1,20.58
,,,181.2,20.6
,,,181.3,20.58
,,,181.4,20.58
,,,181.5,20.53
,,,181.6,20.58
,,,181.7,20.57
,,,181.8,20.53
,,,181.9,20.51
,,,182,20.56
,,,182.1,20.54
,,,182.2,20.53
,,,182.3,20.51
,,,182.4,20.52
,,,182.5,20.56
,,,182.6,20.55
,,,182.7,20.55
,,,182.8,20.58
,,,182.9,20.52
,,,183,20.54
,,,183.1,20.49
,,,183.2,20.53
,,,183.3,20.48
,,,183.4,20.51
,,,183.5,20.55
,,,183.6,20.55
,,,183.7,20.58
,,,183.8,20.55
,,,183.9,20.54
,,,184,20.56
,,,184.1,20.55
,,,184.2,20.57
,,,184.3,20.58
,,,184.4,20.53
,,,184.5,20.54
,,,184.6,20.53
,,,184.7,20.51
,,,184.8,20.58
,,,184.9,20.57
,,,185,20.52
,,,185.1,20.51
,,,185.2,20.51
,,,185.3,20.52
,,,185.4,20.55
,,,185.5,20.51
,,,185.6,20.55
,,,185.7,20.51
,,,185.8,20.49
,,,185.9,20.49
,,,186,20.52
,,,186.1,20.52
,,,186.2,20.49
,,,186.3,20.51
,,,186.4,20.59
,,,186.5,20.6
,,,186.6,20.58
,,,186.7,20.61
,,,186.8,20.59
,,,186.9,20.57
,,,187,20.67
,,,187.1,20.63
,,,187.2,20.62
,,,187.3,20.58
,,,187.4,20.58
,,,187.5,20.62
,,,187.6,20.64
,,,187.7,20.61
,,,187.8,20.62
,,,187.9,20.62
,,,188,20.64
,,,188.1,20.64
,,,188.2,20.64
,,,188.3,20.66
,,,188.4,20.62
,,,188.5,20.66
,,,188.6,20.63
,,,188.7,20.64
,,,188.8,20.6
,,,188.9,20.62
,,,189,20.61
,,,189.1,20.61
,,,189.2,20.58
,,,189.3,20.62
,,,189.4,20.65
,,,189.5,20.66
,,,189.6,20.6
,,,189.7,20.56
,,,189.8,20.58
,,,189.9,20.59
,,,190,20.58
,,,190.1,20.57
,,,190.2,20.59
,,,190.3,20.57
,,,190.4,20.61
,,,190.5,20.58
,,,190.6,20.58
,,,190.7,20.59
,,,190.8,20.55
,,,190.9,20.52
,,,191,20.51
,,,191.1,20.54
,,,191.2,20.56
,,,191.3,20.58
,,,191.4,20.62
,,,191.5,20.58
,,,191.6,20.56
,,,191.7,20.55
,,,191.8,20.59
,,,191.9,20.58
,,,192,20.59
,,,192.1,20.55
,,,192.2,20.51
,,,192.3,20.54
,,,192.4,20.6
,,,192.5,20.64
,,,192.6,20.51
,,,192.7,20.52
,,,192.8,20.51
,,,192.9,20.5
,,,193,20.48
,,,193.1,20.47
,,,193.2,20.5
,,,193.3,20.56
,,,193.4,20.58
,,,193.5,20.57
,,,193.6,20.57
,,,193.7,20.57
,,,193.8,20.51
,,,193.9,20.58
,,,194,20.52
,,,194.1,20.51
,,,194.2,20.54
,,,194.3,20.55
,,,194.4,20.51
,,,194.5,20.5
,,,194.6,20.5
,,,194.7,20.48
,,,194.8,20.56
,,,194.9,20.56
,,,195,20.55
,,,195.1,20.55
,,,195.2,20.55
,,,195.3,20.54
,,,195.4,20.54
,,,195.5,20.51
,,,195.6,20.51
,,,195.7,20.49
,,,195.8,20.53
,,,195.9,20.56
,,,196,20.53
,,,196.1,20.51
,,,196.2,20.54
,,,196.3,20.53
,,,196.4,20.5
,,,196.5,20.5
,,,196.6,20.51
,,,196.7,20.51
,,,196.8,20.53
,,,196.9,20.58
,,,197,20.56
,,,197.1,20.53
,,,197.2,20.55
,,,197.3,20.59
,,,197.4,20.57
,,,197.5,20.55
,,,197.6,20.58
,,,197.7,20.65
,,,197.8,20.64
,,,197.9,20.62
,,,198,20.62
,,,198.1,20.62
,,,198.2,20.62
,,,198.3,20.58
,,,198.4,20.6
,,,198.5,20.61
,,,198.6,20.63
,,,198.7,20.61
,,,198.8,20.57
,,,198.9,20.6
,,,199,20.57
,,,199.1,20.6
,,,199.2,20.61
,,,199.3,20.6
,,,199.4,20.64
,,,199.5,20.62
,,,199.6,20.64
,,,199.7,20.62
,,,199.8,20.62
,,,199.9,20.65
,,,200,20.62
,,,200.1,20.63
,,,200.2,20.63
,,,200.3,20.65
,,,200.4,20.58
,,,200.5,20.59
,,,200.6,20.55
,,,200.7,20.55
,,,200.8,20.62
,,,200.9,20.61
,,,201,20.61
,,,201.1,20.58
,,,201.2,20.56
,,,201.3,20.62
,,,201.4,20.58
,,,201.5,20.57
,,,201.6,20.56
,,,201.7,20.59
,,,201.8,20.59
,,,201.9,20.6
,,,202,20.68
,,,202.1,20.68
,,,202.2,20.65
,,,202.3,20.65
,,,202.4,20.64
,,,202.5,20.64
,,,202.6,20.66
,,,202.7,20.68
,,,202.8,20.71
,,,202.9,20.64
,,,203,20.65
,,,203.1,20.6
,,,203.2,20.58
,,,203.3,20.61
,,,203.4,20.65
,,,203.5,20.61
,,,203.6,20.63
,,,203.7,20.65
,,,203.8,20.57
,,,203.9,20.54
,,,204,20.53
,,,204.1,20.58
,,,204.2,20.62
,,,204.3,20.59
,,,204.4,20.6
,,,204.5,20.6
,,,204.6,20.58
,,,204.7,20.59
,,,204.8,20.62
,,,204.9,20.59
,,,205,20.57
,,,205.1,20.55
,,,205.2,20.63
,,,205.3,20.57
,,,205.4,20.57
,,,205.5,20.56
,,,205.6,20.52
,,,205.7,20.5
,,,205.8,20.51
,,,205.9,20.53
,,,206,20.61
,,,206.1,20.58
,,,206.2,20.56
,,,206.3,20.49
,,,206.4,20.53
,,,206.5,20.51
,,,206.6,20.62
,,,206.7,20.59
,,,206.8,20.56
,,,206.9,20.58
,,,207,20.59
,,,207.1,20.58
,,,207.2,20.62
,,,207.3,20.54
,,,207.4,20.54
,,,207.5,20.5
,,,207.6,20.52
,,,207.7,20.46
,,,207.8,20.51
,,,207.9,20.49
,,,208,20.44
,,,208.1,20.43
,,,208.2,20.44
,,,208.3,20.44
,,,208.4,20.44
,,,208.5,20.44
,,,208.6,20.44
,,,208.7,20.44
,,,208.8,20.44
,,,208.9,20.44
,,,209,20.44
,,,209.1,20.44
,,,209.2,20.44
,,,209.3,20.44
,,,209.4,20.56
,,,209.5,20.5
,,,209.6,20.5
,,,209.7,20.51
,,,209.8,20.54
,,,209.9,20.51
,,,210,20.57
,,,210.1,20.56
,,,210.2,20.55
,,,210.3,20.58
,,,210.4,20.57
,,,210.5,20.53
,,,210.6,20.56
,,,210.7,20.59
,,,210.8,20.52
,,,210.9,20.57
,,,211,20.53
,,,211.1,20.5
,,,211.2,20.51
,,,211.3,20.5
,,,211.4,20.53
,,,211.5,20.51
,,,211.6,20.49
,,,211.7,20.52
,,,211.8,20.53
,,,211.9,20.53
,,,212,20.56
,,,212.1,20.54
,,,212.2,20.56
,,,212.3,20.54
,,,212.4,20.52
,,,212.5,20.54
,,,212.6,20.51
,,,212.7,20.56
,,,212.8,20.53
,,,212.9,20.49
,,,213,20.5
,,,213.1,20.47
,,,213.2,20.49
,,,213.3,20.45
,,,213.4,20.49
,,,213.5,20.53
,,,213.6,20.47
,,,213.7,20.47
,,,213.8,20.5
,,,213.9,20.47
,,,214,20.48
,,,214.1,20.48
,,,214.2,20.47
,,,214.3,20.49
,,,214.4,20.52
,,,214.5,20.52
,,,214.6,20.54
,,,214.7,20.51
,,,214.8,20.54
,,,214.9,20.51
,,,215,20.45
,,,215.1,20.5
,,,215.2,20.57
,,,215.3,20.56
,,,215.4,20.48
,,,215.5,20.54
,,,215.6,20.51
,,,215.7,20.51
,,,215.8,20.54
,,,215.9,20.53
,,,216,20.54
,,,216.1,20.54
,,,216.2,20.57
,,,216.3,20.53
,,,216.4,20.6
,,,216.5,20.54
,,,216.6,20.54
,,,216.7,20.5
,,,216.8,20.5
,,,216.9,20.48
,,,217,20.52
,,,217.1,20.53
,,,217.2,20.53
,,,217.3,20.53
,,,217.4,20.49
,,,217.5,20.52
,,,217.6,20.51
,,,217.7,20.5
,,,217.8,20.49
,,,217.9,20.52
,,,218,20.51
,,,218.1,20.48
,,,218.2,20.45
,,,218.3,20.49
,,,218.4,20.48
,,,218.5,20.51
,,,218.6,20.51
,,,218.7,20.55
,,,218.8,20.55
,,,218.9,20.54
,,,219,20.54
,,,219.1,20.56
,,,219.2,20.53
,,,219.3,20.51
,,,219.4,20.53
,,,219.5,20.54
,,,219.6,20.52
,,,219.7,20.5
,,,219.8,20.5
,,,219.9,20.48
,,,220,20.5
,,,220.1,20.52
,,,220.2,20.52
,,,220.3,20.5
,,,220.4,20.49
,,,220.5,20.48
,,,220.6,20.48
,,,220.7,20.46
,,,220.8,20.5
,,,220.9,20.5
,,,221,20.49
,,,221.1,20.53
,,,221.2,20.48
,,,221.3,20.52
,,,221.4,20.55
,,,221.5,20.5
,,,221.6,20.53
,,,221.7,20.54
,,,221.8,20.52
,,,221.9,20.6
,,,222,20.51
,,,222.1,20.53
,,,222.2,20.52
,,,222.3,20.51
,,,222.4,20.5
,,,222.5,20.47
,,,222.6,20.55
,,,222.7,20.51
,,,222.8,20.49
,,,222.9,20.51
,,,223,20.51
,,,223.1,20.5
,,,223.2,20.57
,,,223.3,20.52
,,,223.4,20.59
,,,223.5,20.54
,,,223.6,20.53
,,,223.7,20.55
,,,223.8,20.48
,,,223.9,20.54
,,,224,20.55
,,,224.1,20.49
,,,224.2,20.51
,,,224.3,20.48
,,,224.4,20.5
,,,224.5,20.55
,,,224.6,20.51
,,,224.7,20.49
,,,224.8,20.51
,,,224.9,20.48
,,,225,20.44
,,,225.1,20.46
,,,225.2,20.43
,,,225.3,20.43
,,,225.4,20.42
,,,225.5,20.45
,,,225.6,20.46
,,,225.7,20.51
,,,225.8,20.46
,,,225.9,20.46
,,,226,20.46
,,,226.1,20.48
,,,226.2,20.46
,,,226.3,20.49
,,,226.4,20.48
,,,226.5,20.46
,,,226.6,20.48
,,,226.7,20.48
,,,226.8,20.46
,,,226.9,20.45
,,,227,20.46
,,,227.1,20.51
,,,227.2,20.49
,,,227.3,20.5
,,,227.4,20.5
,,,227.5,20.49
,,,227.6,20.53
,,,227.7,20.56
,,,227.8,20.54
,,,227.9,20.51
,,,228,20.5
,,,228.1,20.47
,,,228.2,20.52
,,,228.3,20.54
,,,228.4,20.56
,,,228.5,20.53
,,,228.6,20.57
,,,228.7,20.53
,,,228.8,20.51
,,,228.9,20.5
,,,229,20.49
,,,229.1,20.49
,,,229.2,20.54
,,,229.3,20.49
,,,229.4,20.48
,,,229.5,20.46
,,,229.6,20.48
,,,229.7,20.5
,,,229.8,20.48
,,,229.9,20.5
,,,230,20.53
,,,230.1,20.55
,,,230.2,20.54
,,,230.3,20.5
,,,230.4,20.47
,,,230.5,20.49
,,,230.6,20.45
,,,230.7,20.44
,,,230.8,20.46
,,,230.9,20.45
,,,231,20.48
,,,231.1,20.48
,,,231.2,20.5
,,,231.3,20.51
,,,231.4,20.48
,,,231.5,20.51
,,,231.6,20.54
,,,231.7,20.52
,,,231.8,20.55
,,,231.9,20.51
,,,232,20.54
,,,232.1,20.54
,,,232.2,20.53
,,,232.3,20.51
,,,232.4,20.52
,,,232.5,20.53
,,,232.6,20.51
,,,232.7,20.49
,,,232.8,20.47
,,,232.9,20.52
,,,233,20.51
,,,233.1,20.49
,,,233.2,20.5
,,,233.3,20.5
,,,233.4,20.49
,,,233.5,20.5
,,,233.6,20.51
,,,233.7,20.5
,,,233.8,20.54
,,,233.9,20.58
,,,234,20.51
,,,234.1,20.51
,,,234.2,20.53
,,,234.3,20.53
,,,234.4,20.57
,,,234.5,20.52
,,,234.6,20.51
,,,234.7,20.51
,,,234.8,20.51
,,,234.9,20.49
,,,235,20.53
,,,235.1,20.52
,,,235.2,20.56
,,,235.3,20.55
,,,235.4,20.5
,,,235.5,20.47
,,,235.6,20.51
,,,235.7,20.48
,,,235.8,20.46
,,,235.9,20.44
,,,236,20.51
,,,236.1,20.49
,,,236.2,20.46
,,,236.3,20.48
,,,236.4,20.5
,,,236.5,20.49
,,,236.6,20.47
,,,236.7,20.47
,,,236.8,20.49
,,,236.9,20.5
,,,237,20.49
,,,237.1,20.5
,,,237.2,20.51
,,,237.3,20.5
,,,237.4,20.49
,,,237.5,20.47
,,,237.6,20.48
,,,237.7,20.47
,,,237.8,20.57
,,,237.9,20.52
,,,238,20.48
,,,238.1,20.49
,,,238.2,20.51
,,,238.3,20.55
,,,238.4,20.49
,,,238.5,20.43
,,,238.6,20.42
,,,238.7,20.48
,,,238.8,20.44
,,,238.9,20.48
,,,239,20.47
,,,239.1,20.44
,,,239.2,20.4
,,,239.3,20.41
,,,239.4,20.44
,,,239.5,20.43
,,,239.6,20.46
,,,239.7,20.4
,,,239.8,20.41
,,,239.9,20.46
,,,240,20.5
,,,240.1,20.46
,,,240.2,20.47
,,,240.3,20.46
,,,240.4,20.47
,,,240.5,20.49
,,,240.6,20.45
,,,240.7,20.49
,,,240.8,20.52
,,,240.9,20.61
,,,241,20.63
,,,241.1,20.63
,,,241.2,20.61
,,,241.3,20.59
,,,241.4,20.58
,,,241.5,20.58
,,,241.6,20.61
,,,241.7,20.6
,,,241.8,20.62
,,,241.9,20.61
,,,242,20.62
,,,242.1,20.64
,,,242.2,20.66
,,,242.3,20.63
,,,242.4,20.64
,,,242.5,20.66
,,,242.6,20.68
,,,242.7,20.68
,,,242.8,20.67
,,,242.9,20.72
,,,243,20.69
,,,243.1,20.7
,,,243.2,20.71
,,,243.3,20.7
,,,243.4,20.7
,,,243.5,20.72
,,,243.6,20.73
,,,243.7,20.73
,,,243.8,20.66
,,,243.9,20.7
,,,244,20.75
,,,244.1,20.75
,,,244.2,20.75
,,,244.3,20.74
,,,244.4,20.73
,,,244.5,20.7
,,,244.6,20.79
,,,244.7,20.78
,,,244.8,20.81
,,,244.9,20.85
,,,245,20.8
,,,245.1,20.85
,,,245.2,20.87
,,,245.3,20.85
,,,245.4,20.85
,,,245.5,20.88
,,,245.6,20.85
,,,245.7,20.85
,,,245.8,20.82
,,,245.9,20.84
,,,246,20.88
,,,246.1,20.86
,,,246.2,20.84
,,,246.3,20.82
,,,246.4,20.87
,,,246.5,20.9
,,,246.6,20.86
,,,246.7,20.87
,,,246.8,20.94
,,,246.9,20.96
,,,247,20.98
,,,247.1,20.91
,,,247.2,20.9
,,,247.3,20.89
,,,247.4,20.89
,,,247.5,20.92
,,,247.6,20.88
,,,247.7,20.86
,,,247.8,20.88
,,,247.9,20.88
,,,248,20.84
,,,248.1,20.85
,,,248.2,20.86
,,,248.3,20.9
,,,248.4,20.88
,,,248.5,20.88
,,,248.6,20.9
,,,248.7,20.92
,,,248.8,20.89
,,,248.9,20.91
,,,249,20.87
,,,249.1,20.86
,,,249.2,20.87
,,,249.3,20.87
,,,249.4,20.87
,,,249.5,20.91
